Seed,Ratio Test,K,Accuracy
87,0.1,5,0.5625
87,0.1,7,0.6875
87,0.2,3,0.625
87,0.2,5,0.6875
87,0.2,7,0.6875
87,0.25,3,0.6
87,0.25,5,0.65
87,0.25,7,0.6
87,0.3,3,0.6666666666666666
87,0.3,5,0.75
87,0.3,7,0.7291666666666666
88,0.1,3,0.625
88,0.1,5,0.6875
88,0.1,7,0.8125
88,0.2,3,0.59375
88,0.2,5,0.6875
88,0.2,7,0.6875
88,0.25,3,0.625
88,0.25,5,0.7
88,0.25,7,0.7
88,0.3,3,0.6666666666666666
88,0.3,5,0.7291666666666666
88,0.3,7,0.7083333333333334
89,0.1,3,0.625
89,0.1,5,0.625
89,0.1,7,0.6875
89,0.2,3,0.75
89,0.2,5,0.71875
89,0.2,7,0.75
89,0.25,3,0.675
89,0.25,5,0.7
89,0.25,7,0.75
89,0.3,3,0.6458333333333334
89,0.3,5,0.7291666666666666
89,0.3,7,0.7291666666666666
90,0.1,3,0.5625
90,0.1,5,0.5
90,0.1,7,0.625
90,0.2,3,0.625
90,0.2,5,0.65625
90,0.2,7,0.6875
90,0.25,3,0.625
90,0.25,5,0.625
90,0.25,7,0.625
90,0.3,3,0.6458333333333334
90,0.3,5,0.6666666666666666
90,0.3,7,0.6458333333333334
91,0.1,3,0.6875
91,0.1,5,0.6875
91,0.1,7,0.75
91,0.2,3,0.625
91,0.2,5,0.65625
91,0.2,7,0.65625
91,0.25,3,0.65
91,0.25,5,0.625
91,0.25,7,0.625
91,0.3,3,0.6875
91,0.3,5,0.6666666666666666
91,0.3,7,0.6458333333333334
92,0.1,3,0.5625
92,0.1,5,0.5625
92,0.1,7,0.6875
92,0.2,3,0.59375
92,0.2,5,0.5625
92,0.2,7,0.53125
92,0.25,3,0.675
92,0.25,5,0.6
92,0.25,7,0.6
92,0.3,3,0.6041666666666666
92,0.3,5,0.6041666666666666
92,0.3,7,0.5625
93,0.1,3,0.25
93,0.1,5,0.4375
93,0.1,7,0.5
93,0.2,3,0.53125
93,0.2,5,0.59375
93,0.2,7,0.6875
93,0.25,3,0.525
93,0.25,5,0.575
93,0.25,7,0.7
93,0.3,3,0.5833333333333334
93,0.3,5,0.625
93,0.3,7,0.75
94,0.1,3,0.625
94,0.1,5,0.5625
94,0.1,7,0.625
94,0.2,3,0.65625
94,0.2,5,0.6875
94,0.2,7,0.6875
94,0.25,3,0.625
94,0.25,5,0.65
94,0.25,7,0.65
94,0.3,3,0.625
94,0.3,5,0.6875
94,0.3,7,0.6458333333333334
95,0.1,3,0.6875
95,0.1,5,0.75
95,0.1,7,0.75
95,0.2,3,0.71875
95,0.2,5,0.75
95,0.2,7,0.75
95,0.25,3,0.775
95,0.25,5,0.8
95,0.25,7,0.8
95,0.3,3,0.7291666666666666
95,0.3,5,0.7708333333333334
95,0.3,7,0.75
96,0.1,3,0.4375
96,0.1,5,0.5
96,0.1,7,0.5
96,0.2,3,0.5625
96,0.2,5,0.625
96,0.2,7,0.59375
96,0.25,3,0.625
96,0.25,5,0.625
96,0.25,7,0.65
96,0.3,3,0.5833333333333334
96,0.3,5,0.6458333333333334
96,0.3,7,0.625
97,0.1,3,0.5
97,0.1,5,0.5
97,0.1,7,0.5625
97,0.2,3,0.625
97,0.2,5,0.71875
97,0.2,7,0.71875
97,0.25,3,0.625
97,0.25,5,0.7
97,0.25,7,0.7
97,0.3,3,0.625
97,0.3,5,0.75
97,0.3,7,0.75
98,0.1,3,0.5625
98,0.1,5,0.5625
98,0.1,7,0.625
98,0.2,3,0.59375
98,0.2,5,0.5625
98,0.2,7,0.625
98,0.25,3,0.65
98,0.25,5,0.625
98,0.25,7,0.675
98,0.3,3,0.625
98,0.3,5,0.6041666666666666
98,0.3,7,0.6666666666666666
99,0.1,3,0.5625
99,0.1,5,0.5625
99,0.1,7,0.625
99,0.2,3,0.71875
99,0.2,5,0.71875
99,0.2,7,0.78125
99,0.25,3,0.675
99,0.25,5,0.675
99,0.25,7,0.7
99,0.3,3,0.6875
99,0.3,5,0.6875
99,0.3,7,0.7083333333333334
100,0.1,3,0.75
100,0.1,5,0.6875
100,0.1,7,0.6875
100,0.2,3,0.65625
100,0.2,5,0.65625
100,0.2,7,0.71875
100,0.25,3,0.675
100,0.25,5,0.7
100,0.25,7,0.725
100,0.3,3,0.6875
100,0.3,5,0.6458333333333334
100,0.3,7,0.6875
101,0.1,3,0.5
101,0.1,5,0.5
101,0.1,7,0.625
101,0.2,3,0.46875
101,0.2,5,0.53125
101,0.2,7,0.53125
101,0.25,3,0.5
101,0.25,5,0.525
101,0.25,7,0.525
101,0.3,3,0.5833333333333334
101,0.3,5,0.5625
101,0.3,7,0.5625
102,0.1,3,0.5625
102,0.1,5,0.6875
102,0.1,7,0.625
102,0.2,3,0.625
102,0.2,5,0.6875
102,0.2,7,0.6875
102,0.25,3,0.65
102,0.25,5,0.7
102,0.25,7,0.7
102,0.3,3,0.6666666666666666
102,0.3,5,0.7083333333333334
102,0.3,7,0.7083333333333334
103,0.1,3,0.875
103,0.1,5,0.9375
103,0.1,7,0.9375
103,0.2,3,0.78125
103,0.2,5,0.84375
103,0.2,7,0.875
103,0.25,3,0.725
103,0.25,5,0.8
103,0.25,7,0.8
103,0.3,3,0.7291666666666666
103,0.3,5,0.8125
103,0.3,7,0.7916666666666666
104,0.1,3,0.5625
104,0.1,5,0.5625
104,0.1,7,0.625
104,0.2,3,0.5625
104,0.2,5,0.5625
104,0.2,7,0.625
104,0.25,3,0.575
104,0.25,5,0.55
104,0.25,7,0.575
104,0.3,3,0.625
104,0.3,5,0.5833333333333334
104,0.3,7,0.625
105,0.1,3,0.75
105,0.1,5,0.8125
105,0.1,7,0.9375
105,0.2,3,0.6875
105,0.2,5,0.6875
105,0.2,7,0.71875
105,0.25,3,0.625
105,0.25,5,0.675
105,0.25,7,0.7
105,0.3,3,0.6458333333333334
105,0.3,5,0.7083333333333334
105,0.3,7,0.75
106,0.1,3,0.75
106,0.1,5,0.8125
106,0.1,7,0.75
106,0.2,3,0.65625
106,0.2,5,0.65625
106,0.2,7,0.6875
106,0.25,3,0.625
106,0.25,5,0.65
106,0.25,7,0.675
106,0.3,3,0.5833333333333334
106,0.3,5,0.6458333333333334
106,0.3,7,0.6875
107,0.1,3,0.4375
107,0.1,5,0.375
107,0.1,7,0.375
107,0.2,3,0.59375
107,0.2,5,0.59375
107,0.2,7,0.625
107,0.25,3,0.65
107,0.25,5,0.65
107,0.25,7,0.65
107,0.3,3,0.6666666666666666
107,0.3,5,0.6666666666666666
107,0.3,7,0.6666666666666666
108,0.1,3,0.75
108,0.1,5,0.75
108,0.1,7,0.8125
108,0.2,3,0.5625
108,0.2,5,0.59375
108,0.2,7,0.625
108,0.25,3,0.575
108,0.25,5,0.625
108,0.25,7,0.625
108,0.3,3,0.5833333333333334
108,0.3,5,0.6041666666666666
108,0.3,7,0.5833333333333334
109,0.1,3,0.5625
109,0.1,5,0.625
109,0.1,7,0.5625
109,0.2,3,0.71875
109,0.2,5,0.71875
109,0.2,7,0.6875
109,0.25,3,0.625
109,0.25,5,0.675
109,0.25,7,0.65
109,0.3,3,0.625
109,0.3,5,0.6875
109,0.3,7,0.6458333333333334
110,0.1,3,0.5
110,0.1,5,0.5
110,0.1,7,0.5
110,0.2,3,0.53125
110,0.2,5,0.53125
110,0.2,7,0.5
110,0.25,3,0.525
110,0.25,5,0.525
110,0.25,7,0.5
110,0.3,3,0.5208333333333334
110,0.3,5,0.5625
110,0.3,7,0.5833333333333334
111,0.1,3,0.8125
111,0.1,5,0.75
111,0.1,7,0.875
111,0.2,3,0.6875
111,0.2,5,0.6875
111,0.2,7,0.71875
111,0.25,3,0.675
111,0.25,5,0.65
111,0.25,7,0.725
111,0.3,3,0.6875
111,0.3,5,0.6666666666666666
111,0.3,7,0.7291666666666666
112,0.1,3,0.5625
112,0.1,5,0.5625
112,0.1,7,0.625
112,0.2,3,0.5625
112,0.2,5,0.59375
112,0.2,7,0.625
112,0.25,3,0.6
112,0.25,5,0.65
112,0.25,7,0.7
112,0.3,3,0.625
112,0.3,5,0.6875
112,0.3,7,0.7083333333333334
113,0.1,3,0.625
113,0.1,5,0.5625
113,0.1,7,0.875
113,0.2,3,0.46875
113,0.2,5,0.59375
113,0.2,7,0.625
113,0.25,3,0.55
113,0.25,5,0.625
113,0.25,7,0.65
113,0.3,3,0.6041666666666666
113,0.3,5,0.6458333333333334
113,0.3,7,0.6666666666666666
114,0.1,3,0.625
114,0.1,5,0.625
114,0.1,7,0.625
114,0.2,3,0.59375
114,0.2,5,0.5625
114,0.2,7,0.5625
114,0.25,3,0.7
114,0.25,5,0.625
114,0.25,7,0.65
114,0.3,3,0.6875
114,0.3,5,0.6458333333333334
114,0.3,7,0.6458333333333334
115,0.1,3,0.4375
115,0.1,5,0.375
115,0.1,7,0.4375
115,0.2,3,0.46875
115,0.2,5,0.5
115,0.2,7,0.5
115,0.25,3,0.55
115,0.25,5,0.6
115,0.25,7,0.525
115,0.3,3,0.5625
115,0.3,5,0.6041666666666666
115,0.3,7,0.5625
116,0.1,3,0.5
116,0.1,5,0.6875
116,0.1,7,0.75
116,0.2,3,0.5625
116,0.2,5,0.71875
116,0.2,7,0.71875
116,0.25,3,0.575
116,0.25,5,0.725
116,0.25,7,0.725
116,0.3,3,0.6041666666666666
116,0.3,5,0.6666666666666666
116,0.3,7,0.6666666666666666
117,0.1,3,0.75
117,0.1,5,0.6875
117,0.1,7,0.75
117,0.2,3,0.5625
117,0.2,5,0.6875
117,0.2,7,0.65625
117,0.25,3,0.575
117,0.25,5,0.7
117,0.25,7,0.675
117,0.3,3,0.6041666666666666
117,0.3,5,0.7083333333333334
117,0.3,7,0.6875
118,0.1,3,0.75
118,0.1,5,0.75
118,0.1,7,0.6875
118,0.2,3,0.65625
118,0.2,5,0.6875
118,0.2,7,0.6875
118,0.25,3,0.625
118,0.25,5,0.65
118,0.25,7,0.65
118,0.3,3,0.625
118,0.3,5,0.625
118,0.3,7,0.6041666666666666
119,0.1,3,0.625
119,0.1,5,0.875
119,0.1,7,0.8125
119,0.2,3,0.59375
119,0.2,5,0.625
119,0.2,7,0.71875
119,0.25,3,0.625
119,0.25,5,0.65
119,0.25,7,0.7
119,0.3,3,0.6458333333333334
119,0.3,5,0.6458333333333334
119,0.3,7,0.6875
120,0.1,3,0.4375
120,0.1,5,0.625
120,0.1,7,0.5625
120,0.2,3,0.46875
120,0.2,5,0.5
120,0.2,7,0.625
120,0.25,3,0.5
120,0.25,5,0.575
120,0.25,7,0.625
120,0.3,3,0.5208333333333334
120,0.3,5,0.5833333333333334
120,0.3,7,0.6041666666666666
121,0.1,3,0.625
121,0.1,5,0.5625
121,0.1,7,0.625
121,0.2,3,0.5625
121,0.2,5,0.5625
121,0.2,7,0.53125
121,0.25,3,0.6
121,0.25,5,0.575
121,0.25,7,0.575
121,0.3,3,0.625
121,0.3,5,0.5833333333333334
121,0.3,7,0.5833333333333334
122,0.1,3,0.6875
122,0.1,5,0.8125
122,0.1,7,0.6875
122,0.2,3,0.5625
122,0.2,5,0.65625
122,0.2,7,0.65625
122,0.25,3,0.575
122,0.25,5,0.65
122,0.25,7,0.675
122,0.3,3,0.6458333333333334
122,0.3,5,0.6041666666666666
122,0.3,7,0.6458333333333334
123,0.1,3,0.8125
123,0.1,5,0.8125
123,0.1,7,0.8125
123,0.2,3,0.59375
123,0.2,5,0.6875
123,0.2,7,0.71875
123,0.25,3,0.55
123,0.25,5,0.65
123,0.25,7,0.675
123,0.3,3,0.5833333333333334
123,0.3,5,0.6458333333333334
123,0.3,7,0.6666666666666666
124,0.1,3,0.6875
124,0.1,5,0.625
124,0.1,7,0.8125
124,0.2,3,0.65625
124,0.2,5,0.625
124,0.2,7,0.75
124,0.25,3,0.675
124,0.25,5,0.625
124,0.25,7,0.725
124,0.3,3,0.7083333333333334
124,0.3,5,0.6458333333333334
124,0.3,7,0.7083333333333334
125,0.1,3,0.625
125,0.1,5,0.6875
125,0.1,7,0.6875
125,0.2,3,0.65625
125,0.2,5,0.71875
125,0.2,7,0.625
125,0.25,3,0.575
125,0.25,5,0.675
125,0.25,7,0.575
125,0.3,3,0.6041666666666666
125,0.3,5,0.7291666666666666
125,0.3,7,0.6666666666666666
126,0.1,3,0.6875
126,0.1,5,0.6875
126,0.1,7,0.625
126,0.2,3,0.6875
126,0.2,5,0.6875
126,0.2,7,0.625
126,0.25,3,0.65
126,0.25,5,0.65
126,0.25,7,0.6
126,0.3,3,0.6666666666666666
126,0.3,5,0.625
126,0.3,7,0.625
127,0.1,3,0.6875
127,0.1,5,0.6875
127,0.1,7,0.75
127,0.2,3,0.71875
127,0.2,5,0.71875
127,0.2,7,0.71875
127,0.25,3,0.75
127,0.25,5,0.75
127,0.25,7,0.775
127,0.3,3,0.75
127,0.3,5,0.75
127,0.3,7,0.75
128,0.1,3,0.8125
128,0.1,5,0.75
128,0.1,7,0.75
128,0.2,3,0.65625
128,0.2,5,0.6875
128,0.2,7,0.65625
128,0.25,3,0.65
128,0.25,5,0.7
128,0.25,7,0.7
128,0.3,3,0.6875
128,0.3,5,0.7083333333333334
128,0.3,7,0.7083333333333334
129,0.1,3,0.625
129,0.1,5,0.6875
129,0.1,7,0.75
129,0.2,3,0.625
129,0.2,5,0.65625
129,0.2,7,0.65625
129,0.25,3,0.575
129,0.25,5,0.625
129,0.25,7,0.625
129,0.3,3,0.5625
129,0.3,5,0.6458333333333334
129,0.3,7,0.6458333333333334
130,0.1,3,0.5625
130,0.1,5,0.625
130,0.1,7,0.8125
130,0.2,3,0.65625
130,0.2,5,0.65625
130,0.2,7,0.6875
130,0.25,3,0.675
130,0.25,5,0.7
130,0.25,7,0.7
130,0.3,3,0.7291666666666666
130,0.3,5,0.7083333333333334
130,0.3,7,0.6875
131,0.1,3,0.8125
131,0.1,5,0.75
131,0.1,7,0.8125
131,0.2,3,0.75
131,0.2,5,0.71875
131,0.2,7,0.71875
131,0.25,3,0.775
131,0.25,5,0.75
131,0.25,7,0.725
131,0.3,3,0.7291666666666666
131,0.3,5,0.7291666666666666
131,0.3,7,0.7291666666666666
132,0.1,3,0.5
132,0.1,5,0.5625
132,0.1,7,0.5
132,0.2,3,0.5625
132,0.2,5,0.625
132,0.2,7,0.5625
132,0.25,3,0.65
132,0.25,5,0.675
132,0.25,7,0.65
132,0.3,3,0.6458333333333334
132,0.3,5,0.625
132,0.3,7,0.6041666666666666
133,0.1,3,0.375
133,0.1,5,0.5625
133,0.1,7,0.5
133,0.2,3,0.53125
133,0.2,5,0.5625
133,0.2,7,0.5625
133,0.25,3,0.525
133,0.25,5,0.525
133,0.25,7,0.575
133,0.3,3,0.4791666666666667
133,0.3,5,0.5208333333333334
133,0.3,7,0.5625
134,0.1,3,0.625
134,0.1,5,0.8125
134,0.1,7,0.75
134,0.2,3,0.65625
134,0.2,5,0.75
134,0.2,7,0.75
134,0.25,3,0.675
134,0.25,5,0.725
134,0.25,7,0.7
134,0.3,3,0.6666666666666666
134,0.3,5,0.7083333333333334
134,0.3,7,0.6875
135,0.1,3,0.5
135,0.1,5,0.5
135,0.1,7,0.5
135,0.2,3,0.53125
135,0.2,5,0.53125
135,0.2,7,0.5625
135,0.25,3,0.55
135,0.25,5,0.55
135,0.25,7,0.575
135,0.3,3,0.5833333333333334
135,0.3,5,0.5833333333333334
135,0.3,7,0.6041666666666666
136,0.1,3,0.4375
136,0.1,5,0.8125
136,0.1,7,0.875
136,0.2,3,0.5
136,0.2,5,0.65625
136,0.2,7,0.6875
136,0.25,3,0.55
136,0.25,5,0.7
136,0.25,7,0.75
136,0.3,3,0.625
136,0.3,5,0.6041666666666666
136,0.3,7,0.7291666666666666
137,0.1,3,0.5
137,0.1,5,0.5
137,0.1,7,0.5625
137,0.2,3,0.53125
137,0.2,5,0.5
137,0.2,7,0.53125
137,0.25,3,0.55
137,0.25,5,0.5
137,0.25,7,0.5
137,0.3,3,0.5416666666666666
137,0.3,5,0.5
137,0.3,7,0.5
138,0.1,3,0.625
138,0.1,5,0.6875
138,0.1,7,0.625
138,0.2,3,0.59375
138,0.2,5,0.65625
138,0.2,7,0.5625
138,0.25,3,0.575
138,0.25,5,0.625
138,0.25,7,0.6
138,0.3,3,0.5416666666666666
138,0.3,5,0.6666666666666666
138,0.3,7,0.6041666666666666
139,0.1,3,0.6875
139,0.1,5,0.8125
139,0.1,7,0.8125
139,0.2,3,0.65625
139,0.2,5,0.6875
139,0.2,7,0.65625
139,0.25,3,0.7
139,0.25,5,0.75
139,0.25,7,0.725
139,0.3,3,0.6458333333333334
139,0.3,5,0.7708333333333334
139,0.3,7,0.7083333333333334
140,0.1,3,0.625
140,0.1,5,0.625
140,0.1,7,0.5625
140,0.2,3,0.65625
140,0.2,5,0.71875
140,0.2,7,0.6875
140,0.25,3,0.65
140,0.25,5,0.7
140,0.25,7,0.65
140,0.3,3,0.6458333333333334
140,0.3,5,0.7083333333333334
140,0.3,7,0.6875
141,0.1,3,0.6875
141,0.1,5,0.625
141,0.1,7,0.75
141,0.2,3,0.6875
141,0.2,5,0.8125
141,0.2,7,0.71875
141,0.25,3,0.65
141,0.25,5,0.725
141,0.25,7,0.7
141,0.3,3,0.6666666666666666
141,0.3,5,0.6458333333333334
141,0.3,7,0.7083333333333334
142,0.1,3,0.625
142,0.1,5,0.75
142,0.1,7,0.75
142,0.2,3,0.65625
142,0.2,5,0.6875
142,0.2,7,0.6875
142,0.25,3,0.675
142,0.25,5,0.7
142,0.25,7,0.7
142,0.3,3,0.625
142,0.3,5,0.6875
142,0.3,7,0.6666666666666666
143,0.1,3,0.4375
143,0.1,5,0.5625
143,0.1,7,0.5625
143,0.2,3,0.53125
143,0.2,5,0.59375
143,0.2,7,0.59375
143,0.25,3,0.625
143,0.25,5,0.625
143,0.25,7,0.65
143,0.3,3,0.6041666666666666
143,0.3,5,0.6666666666666666
143,0.3,7,0.6666666666666666
144,0.1,3,0.625
144,0.1,5,0.75
144,0.1,7,0.75
144,0.2,3,0.6875
144,0.2,5,0.78125
144,0.2,7,0.75
144,0.25,3,0.65
144,0.25,5,0.65
144,0.25,7,0.675
144,0.3,3,0.6666666666666666
144,0.3,5,0.6458333333333334
144,0.3,7,0.6458333333333334
145,0.1,3,0.75
145,0.1,5,0.75
145,0.1,7,0.75
145,0.2,3,0.6875
145,0.2,5,0.75
145,0.2,7,0.75
145,0.25,3,0.625
145,0.25,5,0.75
145,0.25,7,0.7
145,0.3,3,0.5833333333333334
145,0.3,5,0.7083333333333334
145,0.3,7,0.6875
146,0.1,3,0.6875
146,0.1,5,0.75
146,0.1,7,0.75
146,0.2,3,0.65625
146,0.2,5,0.75
146,0.2,7,0.6875
146,0.25,3,0.65
146,0.25,5,0.775
146,0.25,7,0.725
146,0.3,3,0.6458333333333334
146,0.3,5,0.7291666666666666
146,0.3,7,0.6875
147,0.1,3,0.375
147,0.1,5,0.4375
147,0.1,7,0.5
147,0.2,3,0.53125
147,0.2,5,0.5625
147,0.2,7,0.625
147,0.25,3,0.55
147,0.25,5,0.625
147,0.25,7,0.65
147,0.3,3,0.5416666666666666
147,0.3,5,0.5833333333333334
147,0.3,7,0.6458333333333334
148,0.1,3,0.8125
148,0.1,5,0.75
148,0.1,7,0.9375
148,0.2,3,0.65625
148,0.2,5,0.625
148,0.2,7,0.71875
148,0.25,3,0.625
148,0.25,5,0.65
148,0.25,7,0.7
148,0.3,3,0.5833333333333334
148,0.3,5,0.6666666666666666
148,0.3,7,0.7083333333333334
149,0.1,3,0.5625
149,0.1,5,0.625
149,0.1,7,0.75
149,0.2,3,0.59375
149,0.2,5,0.59375
149,0.2,7,0.65625
149,0.25,3,0.625
149,0.25,5,0.625
149,0.25,7,0.675
149,0.3,3,0.6041666666666666
149,0.3,5,0.6458333333333334
149,0.3,7,0.6458333333333334
150,0.1,3,0.625
150,0.1,5,0.6875
150,0.1,7,0.6875
150,0.2,3,0.71875
150,0.2,5,0.6875
150,0.2,7,0.6875
150,0.25,3,0.7
150,0.25,5,0.65
150,0.25,7,0.725
150,0.3,3,0.625
150,0.3,5,0.6041666666666666
150,0.3,7,0.6458333333333334
151,0.1,3,0.4375
151,0.1,5,0.5
151,0.1,7,0.5
151,0.2,3,0.5
151,0.2,5,0.6875
151,0.2,7,0.65625
151,0.25,3,0.6
151,0.25,5,0.7
151,0.25,7,0.725
151,0.3,3,0.625
151,0.3,5,0.75
151,0.3,7,0.75
152,0.1,3,0.5625
152,0.1,5,0.8125
152,0.1,7,0.75
152,0.2,3,0.5625
152,0.2,5,0.65625
152,0.2,7,0.65625
152,0.25,3,0.6
152,0.25,5,0.675
152,0.25,7,0.675
152,0.3,3,0.5625
152,0.3,5,0.6041666666666666
152,0.3,7,0.6458333333333334
153,0.1,3,0.625
153,0.1,5,0.75
153,0.1,7,0.75
153,0.2,3,0.65625
153,0.2,5,0.75
153,0.2,7,0.71875
153,0.25,3,0.725
153,0.25,5,0.75
153,0.25,7,0.7
153,0.3,3,0.6458333333333334
153,0.3,5,0.75
153,0.3,7,0.7291666666666666
154,0.1,3,0.6875
154,0.1,5,0.75
154,0.1,7,0.9375
154,0.2,3,0.71875
154,0.2,5,0.78125
154,0.2,7,0.8125
154,0.25,3,0.675
154,0.25,5,0.725
154,0.25,7,0.7
154,0.3,3,0.6875
154,0.3,5,0.6875
154,0.3,7,0.6875
155,0.1,3,0.625
155,0.1,5,0.625
155,0.1,7,0.6875
155,0.2,3,0.65625
155,0.2,5,0.59375
155,0.2,7,0.6875
155,0.25,3,0.625
155,0.25,5,0.65
155,0.25,7,0.625
155,0.3,3,0.6458333333333334
155,0.3,5,0.6458333333333334
155,0.3,7,0.625
156,0.1,3,0.5625
156,0.1,5,0.625
156,0.1,7,0.75
156,0.2,3,0.65625
156,0.2,5,0.65625
156,0.2,7,0.6875
156,0.25,3,0.675
156,0.25,5,0.675
156,0.25,7,0.725
156,0.3,3,0.6666666666666666
156,0.3,5,0.6666666666666666
156,0.3,7,0.7083333333333334
157,0.1,3,0.5625
157,0.1,5,0.6875
157,0.1,7,0.75
157,0.2,3,0.53125
157,0.2,5,0.5625
157,0.2,7,0.625
157,0.25,3,0.55
157,0.25,5,0.575
157,0.25,7,0.65
157,0.3,3,0.5833333333333334
157,0.3,5,0.5833333333333334
157,0.3,7,0.625
158,0.1,3,0.5625
158,0.1,5,0.5625
158,0.1,7,0.5625
158,0.2,3,0.625
158,0.2,5,0.6875
158,0.2,7,0.6875
158,0.25,3,0.675
158,0.25,5,0.625
158,0.25,7,0.625
158,0.3,3,0.625
158,0.3,5,0.6666666666666666
158,0.3,7,0.6458333333333334
159,0.1,3,0.625
159,0.1,5,0.625
159,0.1,7,0.6875
159,0.2,3,0.65625
159,0.2,5,0.71875
159,0.2,7,0.71875
159,0.25,3,0.675
159,0.25,5,0.725
159,0.25,7,0.7
159,0.3,3,0.6875
159,0.3,5,0.7083333333333334
159,0.3,7,0.7083333333333334
160,0.1,3,0.6875
160,0.1,5,0.6875
160,0.1,7,0.6875
160,0.2,3,0.6875
160,0.2,5,0.6875
160,0.2,7,0.6875
160,0.25,3,0.675
160,0.25,5,0.65
160,0.25,7,0.65
160,0.3,3,0.7083333333333334
160,0.3,5,0.6875
160,0.3,7,0.6875
161,0.1,3,0.6875
161,0.1,5,0.8125
161,0.1,7,0.875
161,0.2,3,0.78125
161,0.2,5,0.84375
161,0.2,7,0.84375
161,0.25,3,0.725
161,0.25,5,0.775
161,0.25,7,0.775
161,0.3,3,0.7083333333333334
161,0.3,5,0.7708333333333334
161,0.3,7,0.7708333333333334
162,0.1,3,0.5625
162,0.1,5,0.6875
162,0.1,7,0.75
162,0.2,3,0.5625
162,0.2,5,0.59375
162,0.2,7,0.6875
162,0.25,3,0.575
162,0.25,5,0.675
162,0.25,7,0.7
162,0.3,3,0.625
162,0.3,5,0.7083333333333334
162,0.3,7,0.7291666666666666
163,0.1,3,0.5625
163,0.1,5,0.6875
163,0.1,7,0.5625
163,0.2,3,0.5625
163,0.2,5,0.59375
163,0.2,7,0.5625
163,0.25,3,0.6
163,0.25,5,0.65
163,0.25,7,0.625
163,0.3,3,0.5416666666666666
163,0.3,5,0.6458333333333334
163,0.3,7,0.5625
164,0.1,3,0.6875
164,0.1,5,0.8125
164,0.1,7,0.75
164,0.2,3,0.6875
164,0.2,5,0.75
164,0.2,7,0.75
164,0.25,3,0.7
164,0.25,5,0.75
164,0.25,7,0.75
164,0.3,3,0.7083333333333334
164,0.3,5,0.7083333333333334
164,0.3,7,0.6875
165,0.1,3,0.75
165,0.1,5,0.6875
165,0.1,7,0.75
165,0.2,3,0.625
165,0.2,5,0.59375
165,0.2,7,0.65625
165,0.25,3,0.65
165,0.25,5,0.675
165,0.25,7,0.675
165,0.3,3,0.6458333333333334
165,0.3,5,0.7083333333333334
165,0.3,7,0.7083333333333334
166,0.1,3,0.625
166,0.1,5,0.6875
166,0.1,7,0.625
166,0.2,3,0.53125
166,0.2,5,0.625
166,0.2,7,0.625
166,0.25,3,0.525
166,0.25,5,0.625
166,0.25,7,0.625
166,0.3,3,0.5625
166,0.3,5,0.6666666666666666
166,0.3,7,0.6458333333333334
167,0.1,3,0.625
167,0.1,5,0.75
167,0.1,7,0.875
167,0.2,3,0.5
167,0.2,5,0.65625
167,0.2,7,0.6875
167,0.25,3,0.6
167,0.25,5,0.65
167,0.25,7,0.65
167,0.3,3,0.6458333333333334
167,0.3,5,0.6875
167,0.3,7,0.6875
168,0.1,3,0.625
168,0.1,5,0.6875
168,0.1,7,0.625
168,0.2,3,0.71875
168,0.2,5,0.75
168,0.2,7,0.71875
168,0.25,3,0.75
168,0.25,5,0.8
168,0.25,7,0.775
168,0.3,3,0.6875
168,0.3,5,0.75
168,0.3,7,0.7291666666666666
169,0.1,3,0.6875
169,0.1,5,0.6875
169,0.1,7,0.6875
169,0.2,3,0.71875
