Seed,Ratio Test,K,Accuracy
169,0.2,5,0.71875
169,0.2,7,0.78125
169,0.25,3,0.725
169,0.25,5,0.725
169,0.25,7,0.775
169,0.3,3,0.6875
169,0.3,5,0.7083333333333334
169,0.3,7,0.75
170,0.1,3,0.6875
170,0.1,5,0.875
170,0.1,7,0.875
170,0.2,3,0.59375
170,0.2,5,0.6875
170,0.2,7,0.71875
170,0.25,3,0.625
170,0.25,5,0.775
170,0.25,7,0.75
170,0.3,3,0.6458333333333334
170,0.3,5,0.7291666666666666
170,0.3,7,0.7291666666666666
171,0.1,3,0.6875
171,0.1,5,0.625
171,0.1,7,0.6875
171,0.2,3,0.65625
171,0.2,5,0.59375
171,0.2,7,0.625
171,0.25,3,0.625
171,0.25,5,0.625
171,0.25,7,0.65
171,0.3,3,0.6458333333333334
171,0.3,5,0.6666666666666666
171,0.3,7,0.6666666666666666
172,0.1,3,0.6875
172,0.1,5,0.625
172,0.1,7,0.6875
172,0.2,3,0.5625
172,0.2,5,0.53125
172,0.2,7,0.5625
172,0.25,3,0.6
172,0.25,5,0.6
172,0.25,7,0.625
172,0.3,3,0.5833333333333334
172,0.3,5,0.625
172,0.3,7,0.625
173,0.1,3,0.75
173,0.1,5,0.875
173,0.1,7,0.8125
173,0.2,3,0.75
173,0.2,5,0.78125
173,0.2,7,0.78125
173,0.25,3,0.725
173,0.25,5,0.75
173,0.25,7,0.775
173,0.3,3,0.7083333333333334
173,0.3,5,0.7083333333333334
173,0.3,7,0.7291666666666666
174,0.1,3,0.6875
174,0.1,5,0.8125
174,0.1,7,0.6875
174,0.2,3,0.71875
174,0.2,5,0.78125
174,0.2,7,0.71875
174,0.25,3,0.75
174,0.25,5,0.775
174,0.25,7,0.75
174,0.3,3,0.7083333333333334
174,0.3,5,0.7708333333333334
174,0.3,7,0.6875
175,0.1,3,0.6875
175,0.1,5,0.75
175,0.1,7,0.75
175,0.2,3,0.71875
175,0.2,5,0.71875
175,0.2,7,0.71875
175,0.25,3,0.625
175,0.25,5,0.675
175,0.25,7,0.65
175,0.3,3,0.6041666666666666
175,0.3,5,0.6458333333333334
175,0.3,7,0.6458333333333334
176,0.1,3,0.5625
176,0.1,5,0.5625
176,0.1,7,0.5625
176,0.2,3,0.625
176,0.2,5,0.625
176,0.2,7,0.65625
176,0.25,3,0.525
176,0.25,5,0.6
176,0.25,7,0.65
176,0.3,3,0.5833333333333334
176,0.3,5,0.6458333333333334
176,0.3,7,0.6458333333333334
177,0.1,3,0.5625
177,0.1,5,0.6875
177,0.1,7,0.6875
177,0.2,3,0.59375
177,0.2,5,0.71875
177,0.2,7,0.65625
177,0.25,3,0.65
177,0.25,5,0.725
177,0.25,7,0.675
177,0.3,3,0.6458333333333334
177,0.3,5,0.7083333333333334
177,0.3,7,0.6666666666666666
178,0.1,3,0.6875
178,0.1,5,0.8125
178,0.1,7,0.875
178,0.2,3,0.625
178,0.2,5,0.78125
178,0.2,7,0.75
178,0.25,3,0.55
178,0.25,5,0.65
178,0.25,7,0.675
178,0.3,3,0.6041666666666666
178,0.3,5,0.6875
178,0.3,7,0.6666666666666666
179,0.1,3,0.4375
179,0.1,5,0.5625
179,0.1,7,0.5
179,0.2,3,0.59375
179,0.2,5,0.59375
179,0.2,7,0.5625
179,0.25,3,0.625
179,0.25,5,0.65
179,0.25,7,0.625
179,0.3,3,0.625
179,0.3,5,0.6458333333333334
179,0.3,7,0.625
180,0.1,3,0.5625
180,0.1,5,0.75
180,0.1,7,0.625
180,0.2,3,0.65625
180,0.2,5,0.6875
180,0.2,7,0.6875
180,0.25,3,0.65
180,0.25,5,0.65
180,0.25,7,0.65
180,0.3,3,0.6458333333333334
180,0.3,5,0.6458333333333334
180,0.3,7,0.6458333333333334
181,0.1,3,0.6875
181,0.1,5,0.9375
181,0.1,7,0.8125
181,0.2,3,0.5625
181,0.2,5,0.625
181,0.2,7,0.59375
181,0.25,3,0.6
181,0.25,5,0.675
181,0.25,7,0.7
181,0.3,3,0.5833333333333334
181,0.3,5,0.6666666666666666
181,0.3,7,0.6458333333333334
182,0.1,3,0.6875
182,0.1,5,0.8125
182,0.1,7,0.8125
182,0.2,3,0.6875
182,0.2,5,0.71875
182,0.2,7,0.71875
182,0.25,3,0.525
182,0.25,5,0.725
182,0.25,7,0.675
182,0.3,3,0.6041666666666666
182,0.3,5,0.7291666666666666
182,0.3,7,0.7083333333333334
183,0.1,3,0.625
183,0.1,5,0.75
183,0.1,7,0.75
183,0.2,3,0.71875
183,0.2,5,0.8125
183,0.2,7,0.8125
183,0.25,3,0.675
183,0.25,5,0.725
183,0.25,7,0.775
183,0.3,3,0.6458333333333334
183,0.3,5,0.6458333333333334
183,0.3,7,0.7083333333333334
184,0.1,3,0.6875
184,0.1,5,0.625
184,0.1,7,0.75
184,0.2,3,0.65625
184,0.2,5,0.65625
184,0.2,7,0.6875
184,0.25,3,0.65
184,0.25,5,0.675
184,0.25,7,0.7
184,0.3,3,0.5625
184,0.3,5,0.6666666666666666
184,0.3,7,0.6875
185,0.1,3,0.6875
185,0.1,5,0.6875
185,0.1,7,0.625
185,0.2,3,0.59375
185,0.2,5,0.65625
185,0.2,7,0.6875
185,0.25,3,0.6
185,0.25,5,0.65
185,0.25,7,0.7
185,0.3,3,0.5833333333333334
185,0.3,5,0.6666666666666666
185,0.3,7,0.6458333333333334
186,0.1,3,0.5625
186,0.1,5,0.625
186,0.1,7,0.5
186,0.2,3,0.625
186,0.2,5,0.65625
186,0.2,7,0.625
186,0.25,3,0.6
186,0.25,5,0.65
186,0.25,7,0.7
186,0.3,3,0.6458333333333334
186,0.3,5,0.6458333333333334
186,0.3,7,0.7083333333333334
187,0.1,3,0.6875
187,0.1,5,0.625
187,0.1,7,0.75
187,0.2,3,0.65625
187,0.2,5,0.65625
187,0.2,7,0.6875
187,0.25,3,0.7
187,0.25,5,0.65
187,0.25,7,0.675
187,0.3,3,0.7291666666666666
187,0.3,5,0.7083333333333334
187,0.3,7,0.7291666666666666
188,0.1,3,0.5625
188,0.1,5,0.625
188,0.1,7,0.625
188,0.2,3,0.59375
188,0.2,5,0.59375
188,0.2,7,0.625
188,0.25,3,0.65
188,0.25,5,0.625
188,0.25,7,0.675
188,0.3,3,0.6875
188,0.3,5,0.6666666666666666
188,0.3,7,0.7083333333333334
189,0.1,3,0.375
189,0.1,5,0.5625
189,0.1,7,0.5
189,0.2,3,0.53125
189,0.2,5,0.6875
189,0.2,7,0.59375
189,0.25,3,0.575
189,0.25,5,0.65
189,0.25,7,0.625
189,0.3,3,0.625
189,0.3,5,0.6666666666666666
189,0.3,7,0.6458333333333334
190,0.1,3,0.75
190,0.1,5,0.8125
190,0.1,7,0.8125
190,0.2,3,0.71875
190,0.2,5,0.78125
190,0.2,7,0.71875
190,0.25,3,0.675
190,0.25,5,0.7
190,0.25,7,0.725
190,0.3,3,0.6458333333333334
190,0.3,5,0.6458333333333334
190,0.3,7,0.6875
191,0.1,3,0.5
191,0.1,5,0.6875
191,0.1,7,0.5625
191,0.2,3,0.625
191,0.2,5,0.75
191,0.2,7,0.59375
191,0.25,3,0.65
191,0.25,5,0.775
191,0.25,7,0.65
191,0.3,3,0.7083333333333334
191,0.3,5,0.7291666666666666
191,0.3,7,0.6458333333333334
192,0.1,3,0.625
192,0.1,5,0.625
192,0.1,7,0.75
192,0.2,3,0.6875
192,0.2,5,0.71875
192,0.2,7,0.75
192,0.25,3,0.675
192,0.25,5,0.725
192,0.25,7,0.725
192,0.3,3,0.625
192,0.3,5,0.6875
192,0.3,7,0.7291666666666666
193,0.1,3,0.5
193,0.1,5,0.375
193,0.1,7,0.4375
193,0.2,3,0.625
193,0.2,5,0.5625
193,0.2,7,0.625
193,0.25,3,0.625
193,0.25,5,0.575
193,0.25,7,0.6
193,0.3,3,0.6041666666666666
193,0.3,5,0.5833333333333334
193,0.3,7,0.6458333333333334
194,0.1,3,0.625
194,0.1,5,0.625
194,0.1,7,0.625
194,0.2,3,0.6875
194,0.2,5,0.71875
194,0.2,7,0.65625
194,0.25,3,0.675
194,0.25,5,0.675
194,0.25,7,0.625
194,0.3,3,0.7083333333333334
194,0.3,5,0.6666666666666666
194,0.3,7,0.6666666666666666
195,0.1,3,0.4375
195,0.1,5,0.5625
195,0.1,7,0.5625
195,0.2,3,0.5
195,0.2,5,0.53125
195,0.2,7,0.53125
195,0.25,3,0.625
195,0.25,5,0.6
195,0.25,7,0.6
195,0.3,3,0.6041666666666666
195,0.3,5,0.5833333333333334
195,0.3,7,0.6041666666666666
196,0.1,3,0.5
196,0.1,5,0.5
196,0.1,7,0.5
196,0.2,3,0.5
196,0.2,5,0.625
196,0.2,7,0.625
196,0.25,3,0.55
196,0.25,5,0.65
196,0.25,7,0.65
196,0.3,3,0.5416666666666666
196,0.3,5,0.625
196,0.3,7,0.6041666666666666
197,0.1,3,0.625
197,0.1,5,0.6875
197,0.1,7,0.8125
197,0.2,3,0.65625
197,0.2,5,0.65625
197,0.2,7,0.6875
197,0.25,3,0.7
197,0.25,5,0.725
197,0.25,7,0.725
197,0.3,3,0.6875
197,0.3,5,0.7083333333333334
197,0.3,7,0.7083333333333334
198,0.1,3,0.5
198,0.1,5,0.5625
198,0.1,7,0.625
198,0.2,3,0.625
198,0.2,5,0.5625
198,0.2,7,0.625
198,0.25,3,0.625
198,0.25,5,0.625
198,0.25,7,0.65
198,0.3,3,0.5625
198,0.3,5,0.6458333333333334
198,0.3,7,0.6458333333333334
199,0.1,3,0.5
199,0.1,5,0.625
199,0.1,7,0.625
199,0.2,3,0.59375
199,0.2,5,0.5625
199,0.2,7,0.59375
199,0.25,3,0.675
199,0.25,5,0.625
199,0.25,7,0.65
199,0.3,3,0.6666666666666666
199,0.3,5,0.625
199,0.3,7,0.6458333333333334
200,0.1,3,0.5
200,0.1,5,0.625
200,0.1,7,0.625
200,0.2,3,0.5
200,0.2,5,0.625
200,0.2,7,0.625
200,0.25,3,0.525
200,0.25,5,0.6
200,0.25,7,0.6
200,0.3,3,0.5625
200,0.3,5,0.6041666666666666
200,0.3,7,0.5833333333333334
201,0.1,3,0.6875
201,0.1,5,0.75
201,0.1,7,0.6875
201,0.2,3,0.59375
201,0.2,5,0.71875
201,0.2,7,0.71875
201,0.25,3,0.575
201,0.25,5,0.675
201,0.25,7,0.7
201,0.3,3,0.625
201,0.3,5,0.6875
201,0.3,7,0.7083333333333334
202,0.1,3,0.6875
202,0.1,5,0.8125
202,0.1,7,0.75
202,0.2,3,0.71875
202,0.2,5,0.75
202,0.2,7,0.71875
202,0.25,3,0.6
202,0.25,5,0.6
202,0.25,7,0.675
202,0.3,3,0.625
202,0.3,5,0.625
202,0.3,7,0.6875
203,0.1,3,0.5
203,0.1,5,0.5
203,0.1,7,0.375
203,0.2,3,0.625
203,0.2,5,0.59375
203,0.2,7,0.59375
203,0.25,3,0.65
203,0.25,5,0.65
203,0.25,7,0.65
203,0.3,3,0.6041666666666666
203,0.3,5,0.625
203,0.3,7,0.5833333333333334
204,0.1,3,0.625
204,0.1,5,0.75
204,0.1,7,0.75
204,0.2,3,0.6875
204,0.2,5,0.6875
204,0.2,7,0.71875
204,0.25,3,0.625
204,0.25,5,0.65
204,0.25,7,0.7
204,0.3,3,0.625
204,0.3,5,0.6041666666666666
204,0.3,7,0.6666666666666666
205,0.1,3,0.625
205,0.1,5,0.6875
205,0.1,7,0.6875
205,0.2,3,0.59375
205,0.2,5,0.65625
205,0.2,7,0.6875
205,0.25,3,0.575
205,0.25,5,0.7
205,0.25,7,0.7
205,0.3,3,0.6041666666666666
205,0.3,5,0.75
205,0.3,7,0.7291666666666666
206,0.1,3,0.625
206,0.1,5,0.6875
206,0.1,7,0.625
206,0.2,3,0.5625
206,0.2,5,0.59375
206,0.2,7,0.5625
206,0.25,3,0.55
206,0.25,5,0.575
206,0.25,7,0.55
206,0.3,3,0.5625
206,0.3,5,0.6041666666666666
206,0.3,7,0.5625
207,0.1,3,0.625
207,0.1,5,0.75
207,0.1,7,0.8125
207,0.2,3,0.5625
207,0.2,5,0.625
207,0.2,7,0.65625
207,0.25,3,0.55
207,0.25,5,0.625
207,0.25,7,0.675
207,0.3,3,0.5833333333333334
207,0.3,5,0.6458333333333334
207,0.3,7,0.7083333333333334
208,0.1,3,0.5
208,0.1,5,0.5625
208,0.1,7,0.5625
208,0.2,3,0.53125
208,0.2,5,0.59375
208,0.2,7,0.65625
208,0.25,3,0.5
208,0.25,5,0.55
208,0.25,7,0.625
208,0.3,3,0.5625
208,0.3,5,0.625
208,0.3,7,0.7083333333333334
209,0.1,3,0.75
209,0.1,5,0.75
209,0.1,7,0.8125
209,0.2,3,0.65625
209,0.2,5,0.65625
209,0.2,7,0.71875
209,0.25,3,0.625
209,0.25,5,0.65
209,0.25,7,0.7
209,0.3,3,0.6458333333333334
209,0.3,5,0.6666666666666666
209,0.3,7,0.7083333333333334
210,0.1,3,0.5625
210,0.1,5,0.5625
210,0.1,7,0.5625
210,0.2,3,0.59375
210,0.2,5,0.59375
210,0.2,7,0.65625
210,0.25,3,0.625
210,0.25,5,0.6
210,0.25,7,0.65
210,0.3,3,0.625
210,0.3,5,0.625
210,0.3,7,0.6875
211,0.1,3,0.75
211,0.1,5,0.8125
211,0.1,7,0.8125
211,0.2,3,0.75
211,0.2,5,0.75
211,0.2,7,0.78125
211,0.25,3,0.75
211,0.25,5,0.75
211,0.25,7,0.75
211,0.3,3,0.7708333333333334
211,0.3,5,0.7916666666666666
211,0.3,7,0.8125
212,0.1,3,0.5625
212,0.1,5,0.75
212,0.1,7,0.75
212,0.2,3,0.625
212,0.2,5,0.71875
212,0.2,7,0.71875
212,0.25,3,0.575
212,0.25,5,0.7
212,0.25,7,0.7
212,0.3,3,0.5833333333333334
212,0.3,5,0.6666666666666666
212,0.3,7,0.6666666666666666
213,0.1,3,0.6875
213,0.1,5,0.875
213,0.1,7,0.9375
213,0.2,3,0.6875
213,0.2,5,0.8125
213,0.2,7,0.8125
213,0.25,3,0.65
213,0.25,5,0.75
213,0.25,7,0.775
213,0.3,3,0.6041666666666666
213,0.3,5,0.75
213,0.3,7,0.7291666666666666
214,0.1,3,0.5625
214,0.1,5,0.625
214,0.1,7,0.625
214,0.2,3,0.65625
214,0.2,5,0.625
214,0.2,7,0.59375
214,0.25,3,0.7
214,0.25,5,0.65
214,0.25,7,0.675
214,0.3,3,0.7083333333333334
214,0.3,5,0.6458333333333334
214,0.3,7,0.625
215,0.1,3,0.5625
215,0.1,5,0.5625
215,0.1,7,0.5625
215,0.2,3,0.5
215,0.2,5,0.5
215,0.2,7,0.5625
215,0.25,3,0.55
215,0.25,5,0.55
215,0.25,7,0.625
215,0.3,3,0.5833333333333334
215,0.3,5,0.6041666666666666
215,0.3,7,0.6458333333333334
216,0.1,3,0.6875
216,0.1,5,0.75
216,0.1,7,0.875
216,0.2,3,0.65625
216,0.2,5,0.78125
216,0.2,7,0.78125
216,0.25,3,0.65
216,0.25,5,0.75
216,0.25,7,0.75
216,0.3,3,0.6875
216,0.3,5,0.75
216,0.3,7,0.7291666666666666
217,0.1,3,0.625
217,0.1,5,0.5625
217,0.1,7,0.625
217,0.2,3,0.59375
217,0.2,5,0.59375
217,0.2,7,0.625
217,0.25,3,0.55
217,0.25,5,0.55
217,0.25,7,0.55
217,0.3,3,0.6458333333333334
217,0.3,5,0.6041666666666666
217,0.3,7,0.6041666666666666
218,0.1,3,0.625
218,0.1,5,0.6875
218,0.1,7,0.6875
218,0.2,3,0.5625
218,0.2,5,0.59375
218,0.2,7,0.625
218,0.25,3,0.5
218,0.25,5,0.55
218,0.25,7,0.6
218,0.3,3,0.5208333333333334
218,0.3,5,0.625
218,0.3,7,0.6666666666666666
219,0.1,3,0.6875
219,0.1,5,0.8125
219,0.1,7,0.75
219,0.2,3,0.65625
219,0.2,5,0.71875
219,0.2,7,0.6875
219,0.25,3,0.675
219,0.25,5,0.75
219,0.25,7,0.725
219,0.3,3,0.6458333333333334
219,0.3,5,0.6875
219,0.3,7,0.7083333333333334
220,0.1,3,0.6875
220,0.1,5,0.6875
220,0.1,7,0.8125
220,0.2,3,0.625
220,0.2,5,0.6875
220,0.2,7,0.75
220,0.25,3,0.65
220,0.25,5,0.675
220,0.25,7,0.725
220,0.3,3,0.6458333333333334
220,0.3,5,0.6666666666666666
220,0.3,7,0.75
221,0.1,3,0.625
221,0.1,5,0.6875
221,0.1,7,0.625
221,0.2,3,0.6875
221,0.2,5,0.75
221,0.2,7,0.71875
221,0.25,3,0.625
221,0.25,5,0.675
221,0.25,7,0.675
221,0.3,3,0.6875
221,0.3,5,0.6666666666666666
221,0.3,7,0.6875
222,0.1,3,0.625
222,0.1,5,0.625
222,0.1,7,0.5
222,0.2,3,0.5625
222,0.2,5,0.65625
222,0.2,7,0.625
222,0.25,3,0.525
222,0.25,5,0.65
222,0.25,7,0.55
222,0.3,3,0.5625
222,0.3,5,0.6666666666666666
222,0.3,7,0.6041666666666666
223,0.1,3,0.625
223,0.1,5,0.6875
223,0.1,7,0.6875
223,0.2,3,0.625
223,0.2,5,0.78125
223,0.2,7,0.75
223,0.25,3,0.6
223,0.25,5,0.75
223,0.25,7,0.7
223,0.3,3,0.625
223,0.3,5,0.7291666666666666
223,0.3,7,0.7083333333333334
224,0.1,3,0.6875
224,0.1,5,0.6875
224,0.1,7,0.75
224,0.2,3,0.71875
224,0.2,5,0.6875
224,0.2,7,0.6875
224,0.25,3,0.675
224,0.25,5,0.675
224,0.25,7,0.675
224,0.3,3,0.6458333333333334
224,0.3,5,0.6458333333333334
224,0.3,7,0.6041666666666666
225,0.1,3,0.625
225,0.1,5,0.6875
225,0.1,7,0.625
225,0.2,3,0.625
225,0.2,5,0.71875
225,0.2,7,0.6875
225,0.25,3,0.6
225,0.25,5,0.65
225,0.25,7,0.675
225,0.3,3,0.5833333333333334
225,0.3,5,0.6041666666666666
225,0.3,7,0.6041666666666666
226,0.1,3,0.625
226,0.1,5,0.625
226,0.1,7,0.625
226,0.2,3,0.65625
226,0.2,5,0.6875
226,0.2,7,0.71875
226,0.25,3,0.65
226,0.25,5,0.675
226,0.25,7,0.725
226,0.3,3,0.6458333333333334
226,0.3,5,0.6666666666666666
226,0.3,7,0.7083333333333334
227,0.1,3,0.5625
227,0.1,5,0.6875
227,0.1,7,0.75
227,0.2,3,0.65625
227,0.2,5,0.65625
227,0.2,7,0.6875
227,0.25,3,0.675
227,0.25,5,0.65
227,0.25,7,0.675
227,0.3,3,0.6458333333333334
227,0.3,5,0.6458333333333334
227,0.3,7,0.6666666666666666
228,0.1,3,0.625
228,0.1,5,0.625
228,0.1,7,0.5625
228,0.2,3,0.5625
228,0.2,5,0.65625
228,0.2,7,0.65625
228,0.25,3,0.575
228,0.25,5,0.65
228,0.25,7,0.65
228,0.3,3,0.5625
228,0.3,5,0.6041666666666666
228,0.3,7,0.6041666666666666
229,0.1,3,0.5625
229,0.1,5,0.5
229,0.1,7,0.5625
229,0.2,3,0.65625
229,0.2,5,0.65625
229,0.2,7,0.65625
229,0.25,3,0.6
229,0.25,5,0.625
229,0.25,7,0.625
229,0.3,3,0.625
229,0.3,5,0.6458333333333334
229,0.3,7,0.7083333333333334
230,0.1,3,0.6875
230,0.1,5,0.6875
230,0.1,7,0.6875
230,0.2,3,0.65625
230,0.2,5,0.625
230,0.2,7,0.65625
230,0.25,3,0.625
230,0.25,5,0.625
230,0.25,7,0.65
230,0.3,3,0.6875
230,0.3,5,0.7291666666666666
230,0.3,7,0.7291666666666666
231,0.1,3,0.75
231,0.1,5,0.8125
231,0.1,7,0.8125
231,0.2,3,0.75
231,0.2,5,0.8125
231,0.2,7,0.78125
231,0.25,3,0.775
231,0.25,5,0.8
231,0.25,7,0.775
231,0.3,3,0.6875
231,0.3,5,0.7083333333333334
231,0.3,7,0.7083333333333334
232,0.1,3,0.625
232,0.1,5,0.625
232,0.1,7,0.75
232,0.2,3,0.5625
232,0.2,5,0.5
232,0.2,7,0.65625
232,0.25,3,0.55
232,0.25,5,0.55
232,0.25,7,0.675
232,0.3,3,0.5625
232,0.3,5,0.5625
232,0.3,7,0.6666666666666666
233,0.1,3,0.6875
233,0.1,5,0.6875
233,0.1,7,0.6875
233,0.2,3,0.65625
233,0.2,5,0.71875
233,0.2,7,0.71875
233,0.25,3,0.675
233,0.25,5,0.725
233,0.25,7,0.775
233,0.3,3,0.6458333333333334
233,0.3,5,0.7291666666666666
233,0.3,7,0.75
234,0.1,3,0.5625
234,0.1,5,0.625
234,0.1,7,0.75
234,0.2,3,0.59375
234,0.2,5,0.75
234,0.2,7,0.75
234,0.25,3,0.6
234,0.25,5,0.75
234,0.25,7,0.75
234,0.3,3,0.5833333333333334
234,0.3,5,0.6458333333333334
234,0.3,7,0.6875
235,0.1,3,0.75
235,0.1,5,0.75
235,0.1,7,0.8125
235,0.2,3,0.6875
235,0.2,5,0.75
235,0.2,7,0.8125
235,0.25,3,0.625
235,0.25,5,0.775
235,0.25,7,0.775
235,0.3,3,0.6458333333333334
235,0.3,5,0.7083333333333334
235,0.3,7,0.75
236,0.1,3,0.8125
236,0.1,5,0.8125
236,0.1,7,0.875
236,0.2,3,0.84375
236,0.2,5,0.8125
236,0.2,7,0.84375
236,0.25,3,0.7
236,0.25,5,0.775
236,0.25,7,0.725
236,0.3,3,0.6458333333333334
236,0.3,5,0.7291666666666666
236,0.3,7,0.75
237,0.1,3,0.5
237,0.1,5,0.5
237,0.1,7,0.5
237,0.2,3,0.59375
237,0.2,5,0.59375
237,0.2,7,0.6875
237,0.25,3,0.6
237,0.25,5,0.575
237,0.25,7,0.625
237,0.3,3,0.6458333333333334
237,0.3,5,0.625
237,0.3,7,0.6666666666666666
238,0.1,3,0.6875
238,0.1,5,0.8125
238,0.1,7,0.75
238,0.2,3,0.59375
238,0.2,5,0.6875
238,0.2,7,0.78125
238,0.25,3,0.575
238,0.25,5,0.625
238,0.25,7,0.7
238,0.3,3,0.6041666666666666
238,0.3,5,0.6458333333333334
238,0.3,7,0.6666666666666666
239,0.1,3,0.5
239,0.1,5,0.375
239,0.1,7,0.4375
239,0.2,3,0.5
239,0.2,5,0.5
239,0.2,7,0.59375
239,0.25,3,0.525
239,0.25,5,0.525
239,0.25,7,0.6
239,0.3,3,0.6041666666666666
239,0.3,5,0.5833333333333334
239,0.3,7,0.6041666666666666
240,0.1,3,0.8125
240,0.1,5,0.875
240,0.1,7,0.875
240,0.2,3,0.6875
240,0.2,5,0.8125
240,0.2,7,0.78125
240,0.25,3,0.65
240,0.25,5,0.775
240,0.25,7,0.75
240,0.3,3,0.6458333333333334
240,0.3,5,0.7291666666666666
240,0.3,7,0.7291666666666666
241,0.1,3,0.5
241,0.1,5,0.625
241,0.1,7,0.5625
241,0.2,3,0.53125
241,0.2,5,0.53125
241,0.2,7,0.5625
241,0.25,3,0.55
241,0.25,5,0.55
241,0.25,7,0.55
241,0.3,3,0.6041666666666666
241,0.3,5,0.5833333333333334
241,0.3,7,0.5625
242,0.1,3,0.5
242,0.1,5,0.5625
242,0.1,7,0.5625
242,0.2,3,0.59375
242,0.2,5,0.625
242,0.2,7,0.59375
242,0.25,3,0.675
242,0.25,5,0.675
242,0.25,7,0.65
242,0.3,3,0.6666666666666666
242,0.3,5,0.6666666666666666
242,0.3,7,0.6666666666666666
243,0.1,3,0.6875
243,0.1,5,0.75
243,0.1,7,0.8125
243,0.2,3,0.625
243,0.2,5,0.625
243,0.2,7,0.53125
243,0.25,3,0.625
243,0.25,5,0.625
243,0.25,7,0.6
243,0.3,3,0.5833333333333334
243,0.3,5,0.6041666666666666
243,0.3,7,0.5833333333333334
244,0.1,3,0.4375
244,0.1,5,0.4375
244,0.1,7,0.4375
244,0.2,3,0.53125
244,0.2,5,0.5625
244,0.2,7,0.5625
244,0.25,3,0.525
244,0.25,5,0.625
244,0.25,7,0.6
244,0.3,3,0.5416666666666666
244,0.3,5,0.625
244,0.3,7,0.6041666666666666
245,0.1,3,0.6875
245,0.1,5,0.75
245,0.1,7,0.8125
245,0.2,3,0.625
245,0.2,5,0.6875
245,0.2,7,0.71875
245,0.25,3,0.6
245,0.25,5,0.675
245,0.25,7,0.675
245,0.3,3,0.625
245,0.3,5,0.6458333333333334
245,0.3,7,0.6875
246,0.1,3,0.5
246,0.1,5,0.5
246,0.1,7,0.6875
246,0.2,3,0.5625
246,0.2,5,0.53125
246,0.2,7,0.59375
246,0.25,3,0.55
246,0.25,5,0.55
246,0.25,7,0.65
246,0.3,3,0.5416666666666666
246,0.3,5,0.5833333333333334
246,0.3,7,0.6458333333333334
247,0.1,3,0.5625
247,0.1,5,0.625
247,0.1,7,0.625
247,0.2,3,0.53125
247,0.2,5,0.6875
247,0.2,7,0.65625
247,0.25,3,0.55
247,0.25,5,0.675
247,0.25,7,0.65
247,0.3,3,0.5416666666666666
247,0.3,5,0.625
247,0.3,7,0.6041666666666666
248,0.1,3,0.5
248,0.1,5,0.5625
248,0.1,7,0.6875
248,0.2,3,0.59375
248,0.2,5,0.65625
248,0.2,7,0.65625
248,0.25,3,0.6
248,0.25,5,0.65
248,0.25,7,0.675
248,0.3,3,0.5833333333333334
248,0.3,5,0.6458333333333334
248,0.3,7,0.6458333333333334
249,0.1,3,0.6875
249,0.1,5,0.625
249,0.1,7,0.6875
249,0.2,3,0.625
249,0.2,5,0.6875
249,0.2,7,0.75
249,0.25,3,0.6
249,0.25,5,0.65
249,0.25,7,0.7
249,0.3,3,0.5833333333333334
249,0.3,5,0.5625
249,0.3,7,0.625